title,date,body
像抓脱贫攻坚那样抓乡村振兴,2020-12-08,"
	坚持创新驱动推动实体经济转型升级。创新是实体经济高质量发展的引擎，是实体经济结构调整优化和转变发展方式的原动力。党的十九届五中全会指出，坚持创新在我国现代化建设全局中的核心地位，把科技自立自强作为国家发展的战略支撑，进一步明确了要以创新为引领，围绕质量变革、效率变革和动力变革，让实体经济成为创新的主战场。要促进资金、人才、技术等创新要素向企业集聚，全面提高创新供给能力，加快产品、品牌、产业组织和商业模式创新，提升产业整体素质和企业竞争力。要加快产业在技术产品、产业组织、产业结构等方面的调整和创新，提高自主产业链供应，推动优势产业的聚集和推广。要汇聚全球创新要素与资源，推动我国先进制造业成为全球价值链上的领军者，走出一条开放式发展提升实体经济的道路。
	坚持传统产业转型升级与战略性新兴产业培育并举。深刻把握实体经济发展面临的“时”与“势”、“危”与“机”，坚持以做实做强做优实体经济为主攻方向，两手抓、两手硬。一手抓传统产业转型升级。要以供给侧结构性改革为主线，以智能制造为主攻方向，实施产业基础再造和产业链提升工程，通过技术改造和创新，提升产业基础高级化、产业链现代化水平，拓展产业发展的新空间，使之在新技术背景下焕发出全新活力。一手抓新兴产业发展壮大。要抓住产业数字化、数字产业化机遇，加快5G网络、数据中心、物联网、卫星互联网等新型基础设施建设，加快推进数字经济、智能创造、生命健康、新材料等战略性新兴产业发展，形成更多新的增长点、增长极，打造未来发展新优势。
	坚持优化制度设计营造实体经济良好发展环境。健全完善的制度体系是实体经济健康有序发展的重要保障。党的十九届五中全会指出，充分发挥市场在资源配置中的决定性作用，更好发挥政府作用，推动有效市场和有为政府更好结合，明确了“十四五”时期要进一步健全适应实体经济高质量发展的更加成熟定型的制度体系。要按照市场供求规律的要求有效配置各种生产要素，不断增强实体经济企业的市场自主决策和自我发展能力。要全力构建市场化、法治化、国际化的营商环境，以改革激发市场活力、以法治规范市场行为。要加快财税、金融、科研制度改革，推动劳动力、资本、技术等要素跨区域自由流动和优化配置。
	纷繁世事多元应，击鼓催征稳驭舟。我国经济是靠实体经济起家的，也要靠实体经济走向未来。面对百年未有之大变局，稳住了实体经济，就稳住了中国经济发展的根基，就有了应对各种风险挑战的底气，就一定能在“十四五”时期推动我国经济由量大转向质强，扎扎实实实现2035年远景目标。"
光明日报评论员：深入领会、切实贯彻习近平法治思想,2020-11-18,"
	11月16日至17日，中央全面依法治国工作会议在北京召开。习近平总书记在会上强调，坚定不移走中国特色社会主义法治道路，在法治轨道上推进国家治理体系和治理能力现代化，为全面建设社会主义现代化国家、实现中华民族伟大复兴的中国梦提供有力法治保障。
	良法善治，民之所向。作为人类文明的智慧结晶，法治是国家发展的基石。我们党所领导的全面依法治国，事关我们党执政兴国，事关人民幸福安康，事关党和国家事业发展，是中华民族走向伟大复兴不可或缺的坚实保障。
	法治兴则国兴，法治强则国强。党的十八大以来，从全面依法治国纳入“四个全面”战略布局，到十八届四中全会作出关于全面推进依法治国若干重大问题的决定，再到组建中央全面依法治国委员会……从未停下的法治建设步伐，背后是我们党深刻的理论自觉：治国理政须臾离不开法治。此次中央全面依法治国工作会议全面阐释了习近平法治思想的科学内涵和时代意义，进一步健全了党领导全面依法治国的制度和工作机制，确保了全面依法治国正确方向。
	新的征程已经开启，我们要将习近平法治思想作为全面依法治国的根本遵循和行动指南，切实把习近平法治思想贯彻落实到全面依法治国全过程，奋力实现党的十九届五中全会所明确的“十四五”时期“社会主义民主法治更加健全”主要目标，奋力实现2035年“基本建成法治国家、法治政府、法治社会”远景目标。
	法治蓝图已经明确，我们要将习近平总书记在中央全面依法治国工作会议上的重要讲话，作为指导新时代全面依法治国的纲领性文献。坚持党对全面依法治国的领导；坚持以人民为中心；坚持中国特色社会主义法治道路；坚持依宪治国、依宪执政；坚持在法治轨道上推进国家治理体系和治理能力现代化；坚持建设中国特色社会主义法治体系；坚持依法治国、依法执政、依法行政共同推进，法治国家、法治政府、法治社会一体建设；坚持全面推进科学立法、严格执法、公正司法、全民守法；坚持统筹推进国内法治和涉外法治；坚持建设德才兼备的高素质法治工作队伍；坚持抓住领导干部这个“关键少数”，不断开创法治中国建设新局面。
	对于当前和今后一个时期要重点抓好的工作，习近平总书记已高屋建瓴地提出了11个方面的要求。我们要认真学习领会和贯彻落实习近平法治思想，精准把握上述要求，把中央全面依法治国工作会议精神转化为做好全面依法治国各项工作的强大动力，以强有力的法治为保障，开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军。"
新华社评论员：守望相助，共同发展――论习近平主席在金砖国家领导人第十二次会晤重要讲话,2020-11-18,"
	新华社北京11月18日电 
	新华社评论员
	在世纪疫情和百年变局交织、国际格局深刻演变的重要时刻，金砖国家领导人第十二次会晤17日以视频方式举行。习近平主席发表重要讲话，与各国领导人共商抗疫合作大计，共绘金砖发展蓝图，为深化金砖国家战略伙伴关系指明方向。
	环顾世界，人类社会正在经历百年来最严重的传染病大流行，世界经济正在经历上世纪30年代大萧条以来最严重的衰退，单边主义、保护主义、霸凌行径愈演愈烈，治理赤字、信任赤字、发展赤字、和平赤字有增无减。与此同时，和平与发展的时代主题没有改变，世界多极化和经济全球化的时代潮流不可逆转。烈火见真金，作为具有全球影响的新兴市场和发展中国家合作机制，金砖更应勇立时代潮头，秉持人类命运共同体理念，用实际行动为建设美好世界作出应有贡献。
	为此，习近平主席提出“五个坚持”的中国方案――坚持多边主义，维护世界和平稳定；坚持团结协作，合力克服疫情挑战；坚持开放创新，促进世界经济复苏；坚持民生优先，推进全球可持续发展；坚持绿色低碳，促进人与自然和谐共生。
	这“五个坚持”，回应时代之问，发出了金砖国家守望相助、共同发展的响亮声音。面对多边和单边、公道和霸道之争，金砖国家要坚定维护国际公平正义，高举多边主义旗帜，促进营造和平稳定的发展环境；面对仍在全球肆虐的病毒，要坚持人民至上、生命至上，加强国际联防联控，支持世卫组织发挥关键领导作用；面对“去全球化”“经济脱钩”等杂音，要加强宏观经济政策协调，坚定不移构建开放型世界经济，加强科技创新合作；面对疫情对民生的严重冲击，要用好发展这把总钥匙，推动以人民为中心的发展，支持联合国发挥统筹协调作用；面对全球变暖的趋势，金砖国家要落实好《巴黎协定》，恪守共同但有区别的责任原则。
	行动是最有力的语言。中国不仅为金砖合作贡献智慧，也在用实际行动与各国共渡难关，谋求可持续发展。设立疫苗研发中国中心，推动金砖国家疫苗研发中心建设；着手建立金砖国家新工业革命伙伴关系创新基地；重申二氧化碳排放力争于2030年前达到峰值、努力争取2060年前实现碳中和的庄严承诺……中国方案、中国行动推动凝聚携手抗疫合力，为实现更高质量、更具韧性、更加可持续的发展注入动力。
	在这个休戚与共、命运相连的地球村中，人类都在同一艘船上。风高浪急之时，更要把准方向、团结合作。同乘合作之舟，共谋未来发展，金砖必将乘风破浪，行稳致远，驶向更加美好的明天。"
望海楼：风高浪急，金砖国家携手前行,2020-11-18,"
	11月17日晚，金砖国家领导人第十二次会晤以视频方式举行，中国国家主席习近平出席并发表重要讲话。五国领导人围绕“深化金砖伙伴关系，促进全球稳定、共同安全和创新增长”主题，聚焦全球抗疫和金砖国家各领域务实合作，就重大紧迫的全球问题共同发出金砖声音，为维护国际和平安全、提振世界经济贡献金砖力量。
	当前，世纪疫情和百年变局交织，国际格局深刻演变，人类社会正在经历百年来最严重的传染病大流行，世界经济正在经历上世纪30年代大萧条以来最严重的衰退。伙伴的意义和价值，不仅在于顺境中共襄盛举，更在于逆境时携手前行。今年以来，面对新冠肺炎疫情带来的严峻挑战，金砖国家合作机制绽放光彩。
	应对疫情，金砖国家保持了信息交流和抗疫合作。今年以来，金砖国家先后举办应对新冠肺炎疫情特别外长会、卫生高官视频会议、外长视频会晤等一系列相关会议，加强信息分享，深入交流抗疫经验。与此同时，多个国家间开展的药物和疫苗研发合作进展顺利。近一年的抗疫实践证明，只要团结一心、科学防治，病毒传播就可以控制。在视频会议上，习近平主席建议，要推动以团结取代分歧，以理性消除偏见，扫除“政治病毒”，凝聚起各国携手抗疫的最大合力。
	推动经济复苏，金砖机制焕发新的生机活力。随着中国经济恢复增长推高进口需求，金砖成员国之间的贸易，特别是其他成员国对华出口也在稳步回升。今年前10个月，中俄双边贸易额基本保持去年同期水平，俄对华农产品出口同比增长24%；今年前三季度，巴西对华出口同比增长14%，占巴西对外出口总额的34%以上，其中巴西牛肉对华出口额比去年同期增加2.6倍；印度9月对华出口同比增长20.78%，增速在印度主要出口目的地中领先；今年第二季度，南非对华出口同比增长超过2%，占南非对外出口总额比例增至13.4%。一手防疫情，一手稳经济，是各国刻不容缓的任务。在视频会议上，习近平主席建议，要在确保安全前提下，积极推进经济复苏，在疫情防控常态化中实现经济社会活动有序开展。
	此次视频会晤无疑将成为金砖国家携手前行的新起点。为凝聚起各国携手抗疫的最大合力，中国作出表率：为推动金砖国家疫苗研发中心建设，中方已经设立疫苗研发中国中心，愿通过线上线下相结合方式，推进五国疫苗联合研发和试验、合作建厂、授权生产、标准互认等工作；为加快建设金砖国家新工业革命伙伴关系，我们将在福建省厦门市建立金砖国家新工业革命伙伴关系创新基地，开展政策协调、人才培养、项目开发等领域合作。
	当今世界不稳定不确定因素显著上升，但是，和平与发展的时代主题没有改变，世界多极化和经济全球化的时代潮流也不可能逆转。金砖合作之所以能够在世界舞台上扮演越来越重要的角色，正是因为顺应了国际力量对比深刻调整的大势，顺应了国际秩序朝更加公正合理方向发展的时代潮流，承担起推动世界多极化、维护世界和平稳定的使命。如今正是风高浪急之时，世界期待金砖国家提供更多金砖方案，展现更大金砖作用，推动世界这艘大船乘风破浪，行稳致远，驶向更加美好的明天。
	（作者为本报评论员）"
人民时评：高值医用耗材治理的重要一步,2020-11-18,"
	不久前，一场采购金额过百亿元的国家级高值医用耗材集中采购开标。多年来位居高价位的心脏支架大幅降价，从均价1.3万元降至700元左右，降幅超过90%，按意向采购量计算，预计节约资金109亿元。这一消息，引发社会关注和热议。
	心脏支架是人们熟悉的高值医用耗材。近年来，因我国心血管疾病患病人数不断增多，进行心脏支架植入的病例数逐年攀升，每年临床用量达100多万个，人均使用1.4―1.5个。但是，心脏支架的平均价格一直在万元以上，全国心脏支架的费用负担一年超过150亿元。
	心脏支架的价格较高，与其创新性、侵入人体特性有关。经过长达30多年的临床使用，心脏支架技术已经比较成熟，国内产品临床使用率已达80%，国产、进口产品在质量上几乎没有太大差异。按市场规律，这种技术成熟、竞争充分的产品价格会逐步下降。然而，心脏支架由于销售模式的原因，过于依赖推广、营销，中间环节费用占了大头，导致出厂价与患者使用价之间相差巨大。不仅是心脏支架，其它高值医用耗材价格往往都比较高。从出厂、各层级代理商、物流配送到医院采购、使用，经过的环节越多，中间费用就越高，价格也越高。由于高值医用耗材型号复杂、种类繁多，病例之间的使用存在差异，因此多年来难以开展“团购”，无法有效实现量价挂钩。同时，因流通费用过高，相关企业往往重销售、轻研发，产品难以靠质量、创新赢得市场。
	从心脏支架开始，高值医用耗材的暴利现象该终结了。集中带量采购带着联盟地区2408家医疗机构80%的需求用量，招采合一、量价挂钩，采取医保预付货款、医院确保使用、药监部门全力监管质量的综合手段，实现降价保质，强力治理价格虚高。此前，药品集中带量采购已经有了3批实践，给高值医用耗材集采提供了有益经验。尽管目前心脏支架不像药品一样有一致性评价质量认证，但采购的心脏支架全部是医疗机构自主报量的常用主流产品。按照规则，即使出现中选产品不是医院常用产品的情况，也由医院自主决定用量。另外，临床上仍有20%的使用比例留给医生和患者自主选择。随着国家医保局推进耗材标准化编码工作，所有高值医用耗材还会有统一的标准。这将为今后所有品种的集中带量采购打下良好基础。
	面对集中带量采购，有些人担心，会不会这头降了那头升了？对此，医保部门已经明确，医保预算结余留给医院，医院按照政策自主分配，这无疑将大大激发医院的积极性。同时，配套医保支付改革、医疗服务价格调整、药品流通体制改革，以及公立医院薪酬制度、补偿机制改革等，将有效防止出现“按下葫芦浮起瓢”的现象，推动实现合理诊疗，合理使用药品、耗材。
	高值医用耗材治理被称为医改难啃的“硬骨头”，涉及的利益链条长，触及的改革面广。为了人民群众的健康，切实减轻费用负担，让医保基金得到更加合理的使用，促进行业可持续发展，再难的事情也要努力办好。以更大的决心和勇气攻坚克难，凝聚众智、集聚众力，朝着改革目标协同发力，才能加快实施健康中国战略，更好守护人民健康。
	"
新知：下潜深度见证创新高度,2020-11-18,"
	【现象】中国载人深潜创造新纪录！11月10日，由我国自主研制的全海深载人潜水器“奋斗者”号完成万米级海试，首次探底全球海底最深处――马里亚纳海沟“挑战者深渊”。此次下潜深度达到10909米，并在海底停留6个小时，进行一系列的深海探测科考活动，带回了矿物、沉积层、深海生物及深海水样等珍贵样本。这标志着中国成为世界上极少数能造出万米潜深的载人深潜器的国家之一。
	【点评】
	被称为“地球第四极”的马里亚纳海沟，沟内水压高、完全黑暗、温度低，是地球上环境最恶劣的区域之一。“奋斗者”号载人潜水器在马里亚纳海沟成功坐底，意味着中国拥有了自主研究万米深海的能力，将为深海海床深渊的科学研究做出更多原始和基础性贡献。
	其实，就在10月27日，也是在马里亚纳海沟，“奋斗者”号刚刚成功下潜突破1万米，达到10058米。这个纪录还未保持半个月，“奋斗者”号再次向海沟最深区域发起了新挑战，并成功坐底10909米的海底。“新纪录”迅速被打破的背后，是我国自主研发深海装备技术的不断突破和进步。1986年，中国第一艘载人潜水器7103救生艇研制成功后，我国自主研发载人潜水器的脚步就未曾停歇。“蛟龙”号、“深海勇士”号、“奋斗者”号接连诞生，载人潜水器的国产化程度更高、实用性更强、性能更优越，助力中国深潜人的“深蓝梦”变为现实。
	外观酷似一条绿色大头鱼的“奋斗者”号，是国际上首次可以同时搭载三人下潜的万米载人潜水器，具备覆盖全球海洋100%海域的作业能力。本领如此高超，归功于“奋斗者”号有一颗强大的“中国心”，在多个关键技术和重要材料领域，拥有很高的国产化程度。
	想要在万米深海里自由行走并不容易，首先要攻克的难关，就是巨大的水压。马里亚纳海沟1万米处，水压接近1100个大气压。此前，也有国外深潜器依靠结实耐压的球形载人舱，成功挑战了这里的万米重压，但舱体空间太小，仅容单人屈膝，无法搭载更多的人和设备。如何破解这个技术难题？用来制作舱体的材料是关键。经过不断优化和上千次的测试，我国成功自主研制新型高强度钛合金，其强度高、韧性好，能够承受万米水压，并且重量极轻，也可确保载人舱有足够空间。有了新材料的保驾护航，“奋斗者”号终于可以顶住巨大的海底压力，安全载人潜入万米深海。
	深潜器坐底10909米深度，仅是初窥冰山一角，海洋深处还有太多的未知需要我们不断去探索和揭秘。从“蛟龙”号到“深海勇士”号再到“奋斗者”号，中国载人深潜事业不断取得新突破，离不开几代科研工作者的执着和奉献。他们是不断走向深海的勇敢战士，为我们探寻着大洋深处的奥秘。相信随着我国在科技领域的自主研发能力不断增强，在探索深海的道路上，一定会有新的发现，为人类做出新的贡献。
	"
新论：培养造就新型农民队伍,2020-11-18,"
	推进乡村振兴，人才振兴是基础。“十三五”时期，以习近平同志为核心的党中央统筹推进农业农村各类人才队伍建设，为实施乡村振兴战略和推动脱贫攻坚提供了有力的人才支持，推动农业现代化建设取得明显进展。通过分层分类培训，目前我国高素质农民队伍规模达到1700万人，涌现出一大批“田秀才”“土专家”。
	习近平总书记强调，扶贫要同扶智、扶志结合起来。坚持群众主体，激发内生动力，是脱贫攻坚伟大实践积累的宝贵经验之一。应当看到，当前一部分农民刚刚脱贫，对教育培训的需求很大，培养造就新型农民队伍还有很大空间。智和志就是内力、内因，推进乡村振兴必须像扶贫开发那样强化扶智、扶志，注重调动农民群众的积极性、主动性、创造性，注重培育农民群众发展生产和务工经商的各项技能，注重激发农村地区和农民群众自我发展能力。实施乡村振兴战略，必须继续加强乡村人才队伍建设，加大内生动力培育力度，用好农民培训教育这个重要抓手。
	培养造就新型农民队伍，准确把握农民教育的丰富内涵是前提。相较于普通国民教育、职业教育等专业领域，农民教育处于经济发展和乡村治理的“交叉地带”，涉及社会治理、乡村振兴、产业发展甚至垃圾分类等方方面面，复杂程度高、覆盖面广、需求多元的特点突出。因此，做好新时代农民教育，必须围绕农民自身发展的多元诉求施行分类教育，围绕不同地区的多样特质回应特定发展阶段的特定需求，努力实现农民教育与国家战略的适应性发展。从全面了解产业扶持、财政补贴、金融保险、社会保障等政策支持，到掌握市场规律、法律法规和农业知识，再到操作农机器具、掌握种植养殖技术等，只有精准设计教育内容和方法，才能让农民教育取得实实在在的成效。
	培养造就新型农民队伍，改革完善农民教育制度是保障。当前，我国农民教育培训体系已经初具规模，教育教学模式也呈现多元化发展趋势。在此基础上做好新型农民队伍建设，必须聚焦乡村振兴的主战场，下足职业化、规范化的硬功夫，用好全社会资源和力量。比如，整合农业职业学校、农业技术推广服务中心、科技科普示范园区、农民夜校、乡村振兴学院等各类教育培训资源，提高其持续性与制度化水平；汇聚项目、资金，明确牵头部门和牵头责任人，避免“撒胡椒面”式的投入；建立城乡、区域、校地之间人才培养合作与交流机制，鼓励社会主体参与农村农民教育，支持乡贤办学，激发农村农民教育活力；坚持线上线下融合发展，加快实现农业科教云平台的落地对接、推广应用。夯基础、建制度、强队伍、提效能，各类教育资源、科技资源、人才资源才会源源不断流向农村和农业。
	“十四五”时期，我国进入新发展阶段，农民教育也面临更加紧迫的形势和任务。继续加大重视程度，健全体制机制，完善方式方法，我们就一定能培养造就更多爱农业、懂技术、善经营的新型职业农民，为实现农业强、农村美、农民富的美好愿景打下坚实基础。
	（作者单位：清华大学国情研究院）
	"
人民时评：发挥科技奖励的激发效应,2020-11-18,"
	增强创新这个第一动力，推进科学技术助力经济社会发展和民生改善
	科技奖励由推荐制调整为提名制，进一步完善评审职责、评审标准、评审程序等制度，进一步加强科技奖励诚信体系建设、加大对科技奖励的监督惩戒力度……修订后的《国家科学技术奖励条例》将于今年12月1日起施行。这是进一步改革和完善科技奖励制度的成果，也是深化科技体制改革的重要举措。
	科技奖励制度是党和国家为激励自主创新、激发人才活力、营造良好创新环境采取的重要举措，目标是奖励在科学技术进步活动中做出突出贡献的个人、组织，赋予他们科技领域的国家荣誉。现行条例的修订，通过将深化科技奖励制度改革的有关举措、科技奖励实践中探索的做法和经验上升为法律规范，进一步完善科技奖励制度，同时也将有效解决实践中出现的一些新情况、新问题，更加有效地调动广大科技工作者积极性和创造性，深入推进创新驱动发展战略实施。尤其是在我国发展面临的国内外环境发生深刻复杂变化，“十四五”时期以及更长时期的发展对加快科技创新提出更为迫切要求的情况下，科技奖励制度发挥良好的激发效应，有助于增强创新这个第一动力，推进科学技术助力经济社会发展和民生改善。
	科技奖励重在导向。人才是创新活动中最活跃、最积极的因素，我国科技队伍蕴藏着巨大创新潜能，关键是要通过深化科技体制改革把这一潜能有效释放出来。近几年，国家科技奖励精简奖项、精选评委、精细评审，获奖项目质量和水平逐年提高，权威性和公信力不断增强，但仍存在与当前实际情况和发展要求不相适应的现象。此次条例的修订，将提名制上升到法规层面，强化奖励的学术性，防止权力“越位”，以及进一步明确评审活动坚持公开、公平、公正的原则等，都体现了维护国家科学技术奖的公正性、严肃性、权威性和荣誉性，树立积极导向，让那些潜心研究、学有所长、勇于超越的科技工作者收获荣誉、鼓足干劲。
	制度生效贵在落实。针对目前科技奖励制度存在的问题，即将施行的条例加大了对科技奖励的监督惩戒力度，并有具体而明确的措施，包括评审办法、奖励总数、奖励结果等信息应当向社会公布，“一票否决”违反伦理道德或者科研不端等行为的个人、组织，以及建立科研诚信严重失信行为数据库等。只有将这些制度化的举措真正落实到位，强化监督管理，对跑奖要奖、科研不端等违规人员追责到底，才能促进科技奖励健康发展，助力营造潜心研究、追求卓越、风清气正的科研环境，激发科技工作者的创新内生动力。
	党的十九届五中全会提出，坚持创新在我国现代化建设全局中的核心地位，把科技自立自强作为国家发展的战略支撑。强化国家战略科技力量，离不开激发人才创新活力和完善科技创新体制机制。科技奖励制度的不断完善，将为提升我国科技创新能力、加快建设创新型国家和世界科技强国提供有力的制度保障。
	"
人民观点：民生改善，成就美好生活,2020-11-18,"
	以保障和改善民生为出发点和落脚点，突出抓重点、补短板、强弱项，“十三五”时期，以人民为中心的发展思想贯穿于中国阔步前进的每一个瞬间
	聚焦人民群众普遍关心关注的民生问题，采取更有针对性的措施，一件一件抓落实，一年接着一年干，才能让人民群众获得感、幸福感、安全感更加充实、更有保障、更可持续
	民惟邦本，本固邦宁。增进民生福祉是我们党坚持立党为公、执政为民的本质要求。党的十九届五中全会高度评价决胜全面建成小康社会取得的决定性成就，“人民生活水平显著提高”是其中的重要方面。
	习近平总书记强调，要始终把人民安居乐业、安危冷暖放在心上。民生改善既反映着国家发展的宏大叙事，更连接着亿万人民美好生活的切身感受。“十三五”时期，我国各项民生事业不断繁荣发展，各项民生指标不断改善，带来了实实在在的变化。2019年中国居民人均预期寿命达到77.3岁，比2015年提高0.96岁，主要健康指标总体上居于中高收入国家前列；高等教育进入普及化阶段，重点高校招收农村和贫困地区学生专项计划累计招生近52万人，困难群体受教育权利得到更好保障；城镇新增就业超过6000万人；建成世界上规模最大的社会保障体系；基本医疗保险覆盖超过13亿人，基本养老保险覆盖近10亿人……以保障和改善民生为出发点和落脚点，突出抓重点、补短板、强弱项，“十三五”时期，以人民为中心的发展思想贯穿于中国阔步前进的每一个瞬间。
	民心是最大的政治。让老百姓过上好日子是我们一切工作的出发点和落脚点。“十三五”时期民生领域的成就启示我们，聚焦人民群众普遍关心关注的民生问题，采取更有针对性的措施，一件一件抓落实，一年接着一年干，才能让人民群众获得感、幸福感、安全感更加充实、更有保障、更可持续。5年来，我们从人民群众普遍关注、反映强烈、反复出现的问题出发，拿出更多改革创新举措，把就业、教育、医疗、社保、住房、养老、食品安全、生态环境、社会治安等问题一个一个解决好。新冠肺炎疫情防控期间，上至108岁的老人，下至出生仅30个小时的婴儿，我们不放弃一名患者，不放弃任何希望，一个个“生命奇迹”见证着中国共产党“人民至上”的价值理念。正是把“符合人民根本利益”作为发展的价值尺度，把“人民对美好生活的向往”作为奋斗目标，国家的发展进步才能最大范围地凝聚共识、最大程度地激发力量。
	“人民是历史的创造者，是我们的力量源泉。”如果说，“一切为了人民”回答了“为谁发展”的价值问题，那么“紧紧依靠人民”，则回答了“靠谁发展”的动力问题，不断激发出蕴藏在群众中的创造活力与创新潜力。提出新发展理念，“共享发展”是重要内容，就是要“做到发展为了人民、发展依靠人民、发展成果由人民共享”；全面深化改革，目的是“让人民群众有更多获得感”；全面依法治国，“努力让人民群众在每一个司法案件中感受到公平正义”……世界上很少有哪个政党，能像中国共产党这样，把为人民服务庄严地写进党章，把人民对美好生活的向往作为奋斗目标，把以人民为中心的发展思想贯穿于政策制定、经济发展、社会建设等各个方面。5年来，推进简政放权、优化营商环境，为更多年轻人创业提供舞台；推动经济转型升级，不断催生经济新业态、新模式，为人们提供了更多新职业与可能性。既有“一切为了人民”的价值取向，又有“紧紧依靠人民”的不竭动力，“十三五”时期的这一发展经验，具有普遍的启示意义。
	保障和改善民生没有终点，只有连续不断的新起点。习近平总书记强调，谋划“十四五”时期发展，要坚持发展为了人民、发展成果由人民共享，努力在推动高质量发展过程中办好各项民生事业、补齐民生领域短板。迈上新征程，我们将继续坚持把实现好、维护好、发展好最广大人民根本利益作为发展的出发点和落脚点，坚持发展为了人民、依靠人民，以更大发展成就，让人民群众的获得感、幸福感、安全感得到更大提升。
	"
以“绣花”功夫守护万里长江的千年文脉,2020-11-17,"
	　　
	　　11月14日，习近平总书记在全面推动长江经济带发展座谈会上强调，“要将长江的历史文化、山水文化与城乡发展相融合，突出地方特色，更多采用‘微改造’的‘绣花’功夫，对历史文化街区进行修复。”“绣花”功夫是习近平总书记在多个领域多个场合提到的关键词和高频词。深刻领会“绣花”功夫内涵，保护弘扬长江文化需要发扬好“绣花匠”精神，精心谋划、按“图”作业；铆劲实干、聚力创新；精准落点、穿针引线。通过绵绵用力、久久为功，让人民寻得见万里长江的千年文脉。
	　　首先，下“绣花”功夫，弘扬长江文化需要“按图施工”“照图作业”，坚持战略思维，做好顶层设计。一是重视文化建设地位。各省市需要统一认识，把长江文化建设既作为城市层面创新建设的重要抓手，又作为区域层面创新合作的重要联结，更作为国家层面坚定文化自信的具体落实。长江沿线各省市更需要主动承担起繁荣文化的历史使命，把创造性地发展城市文化，打造与众不同的城市品牌形象，自觉纳入国家文化“软实力”建设进程中。二是树立全球视野。文化是城市的名片，也是人们对一个城市形象认知的显著标识。长江文化建设顶层设计要放眼全球。既要凸显本土文化特色，又要彰显国际视野。当前长江经济带沿线有11座城市入选全球创意城市网络，要通过主动传播将自身的文化特质呈现出来，形成城市的文化影响力。三是制定综合性科学规划。注重文化基础研究，实现长江文化建设的系统性、持续性。要认识到长江文化建设是发生在经济、社会各个领域的复杂的系统活动，要更加注重基础研究的引领功能，以精准管理提升城市软实力。
	　　其次，下“绣花”功夫，弘扬长江文化需要铆劲实干、聚力创新，坚持创新思维，建设长江沿线特色城市示范段。一是创新文化产品供给，凸显城市特色。坚持创造性转化、创新性发展，传承弘扬巴蜀文化、两湖文化、吴越文化等优秀传统地域文化，深入挖掘不同文化高地的文化基因，进一步凸显地域的特色化发展。注重文化内容原创生产，结合地域特色推动原创内容向文化产品转化，用“工匠精神”提升文化产品品质，培育新型文化业态，以内容优势和质量优势打造文化标识工程。二是创新“文化+”组合，培育城市发展新动力。用“文化+”开拓文化产业跨界融合发展空间，通过跨门类融合增加文化产品和服务的附加值，延伸文化产业发展链条；通过跨要素融合整合文化产业发展资源；通过跨行业融合实现优势互补；通过跨地域融合实现文化产业的跨区域发展，以模式优势赢得文化产业市场竞争力，培育城市发展新动力。三是创新文化组织机制，建设跨城市示范段。长江文化建设需要一个整体的建设规划和强有力的统筹协调机制来推动。通过科学确定创新目标、积极加大政策扶持、广泛开展文化交流、全面繁荣文化市场、多维培育文化人才，强化配置区域创新资源的功能，建设跨区域的创新合作链，使各省市上下之间的联动与沿线城市之间的互动形成一个整体的方向。
	　　最后，下“绣花”功夫，弘扬长江文化需要精准落点、穿针引线，坚持历史思维，串联各类历史资源创新城市文化空间。一是依托历史文化名城资源，形塑文化长江的面貌，发展长江沿线城市特色，使其各具特色文化面貌，具有文化美度。二是依托百年大学教育遗产资源，涵养文化长江的气质，提升城市文化深度。长江两岸百年大学教育遗产资源丰富。正确保护和开发这些教育遗产资源，可以凸显城市文化的学术气质和文化深度。三是依托名人故事资源，展示文化长江的精神，提升城市文化高度。长江两岸名人荟萃，流传着很多可歌可泣的名人事迹，挖掘这些事迹资源，让人们看到事迹背后所隐藏的人物精神，展示长江创新进取的文化精神和文化高度。四是依托文学作品资源，彰显文化长江的情怀和文化温度。长江两岸闪耀着文学和诗意的光辉，很多优秀文学作品和历史名著与这里有着渊源，挖掘其中与沿江城市的历史关联，创新城市文化建设主题，彰显城市情怀和文化温度。
	　　"
望海楼：主战场 主动脉 主力军,2020-11-17,"
	11月14日上午，习近平总书记在江苏省南京市主持召开全面推动长江经济带发展座谈会并发表重要讲话，强调使长江经济带成为我国生态优先绿色发展主战场、畅通国内国际双循环主动脉、引领经济高质量发展主力军。
	从上游重庆到中游武汉，再到下游南京，2016年以来，习近平总书记围绕推动长江经济带发展先后3次召开座谈会并发表重要讲话。长江经济带发展为何如此备受重视？因其地位和作用太重要。长江作为“母亲河”，在中国的生态地位自不必说。长江经济带覆盖的11省市，是我国经济重心所在、活力所在，其人口规模和经济总量占据全国“半壁江山”。
	5年来，在以习近平同志为核心的党中央坚强领导下，“长江经济带生态环境保护发生了转折性变化，经济社会发展取得历史性成就”。这个评价，涵盖了过去5年来长江经济带发展最为重要的两个层面：生态环境保护和经济社会发展。
	在生态环境保护层面，习近平总书记强调，使长江经济带成为我国生态优先绿色发展“主战场”。从5年前开始，总书记就明确强调，当前和今后相当长一个时期，要把修复长江生态环境摆在压倒性位置，共抓大保护，不搞大开发。面对“母亲河”当时情况，总书记痛心疾首：“‘长江病了’，而且病得还不轻。”
